sample_id,Lead_(ppb),parcel_id,Date_Submitted,google_add,Latitude,Longitude,Owner_Type,Land_Value,Land_Improvements_Value,Residential_Building_Value,Residential_Building_Style,Commercial_Building_Value,Building_Storeys,Parcel_Acres,Rental,Use_Type,Prop_Class,Year_Built,USPS_Vacancy,Zoning,Future_Landuse,DRAFT_Zone,Housing_Condition_2012,Housing_Condition_2014,Commercial_Condition_2013,Hydrant_Type,Ward,PRECINCT,CENTRACT,CENBLOCK,SL_Type,SL_Type2,SL_Lead,Homestead,Homestead_Percent,HomeSEV
sample_011357,0.0,parcel_005702,2016-01-21 13:44:03,"1009 Kensington Ave, Flint, MI 48503, USA",43.0168279,-83.665949,Private,27557,0,168282,TWO STORY,0.0,0,0.172,No,Residential,RI,1930,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,Other,7,43,003000,3,0,0,0,Yes,100.0,37600
sample_005005,0.0,parcel_008146,2016-01-21 13:44:10,"214 E Belvidere Ave, Flint, MI 48503, USA",42.994579,-83.674714,Private,400,88,42444,ONE STORY,0.0,0,0.092,No,Residential,RI,1967,Y,B,Mixed Residential,MR-1,Fair,Fair, ,Dar,9,60,003800,2,5,0,1,Yes,100.0,0
sample_005493,0.0,parcel_007409,2016-01-21 13:44:14,"1822 Utah Ave, Flint, MI 48506, USA",43.046705,-83.666015,Private,839,3211,7086,ONE STORY,0.0,0,0.202,No,Residential,RI,1929,N,B,Green Neighborhood,GN-1,Good,Good, ,A.D.,3,19,002200,1,5,0,1,Yes,100.0,6000
sample_017591,0.0,parcel_005341,2016-01-21 15:30:00,"2927 Meisner Ave, Flint, MI 48506, USA",43.0493551,-83.6530569,Private,7650,0,12416,ONE STORY,0.0,0,0.207,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,21,002400,1,1,0,0,Yes,100.0,11000
sample_000924,0.0,parcel_010135,2016-01-21 15:30:00,"426 W Flint Park Blvd, Flint, MI 48505, USA",43.056239,-83.70947,Private,1080,0,12822,ONE STORY,0.0,0,0.129,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,2,6,000600,2,0,0,0,Yes,100.0,7000
sample_009348,2.0,parcel_010135,2016-02-10 14:41:33,"426 W Flint Park Blvd, Flint, MI 48505, USA",43.056239,-83.70947,Private,1080,0,12822,ONE STORY,0.0,0,0.129,No,Residential,RI,1927,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,2,6,000600,2,0,0,0,Yes,100.0,7000
sample_013322,0.0,parcel_004605,2016-01-21 15:30:00,"2609 Kentucky Ave, Flint, MI 48506, USA",43.028346,-83.656813,Private,943,0,61750,ONE STORY,0.0,0,0.111,No,Residential,RI,1946,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,44,002600,5,1,0,0,Yes,100.0,7900
sample_008852,0.0,parcel_009293,2016-01-21 15:30:00,"2802 Windcliff Trail, Flint, MI 48506, USA",43.066141,-83.65451,Private,700,0,95833,TWO STORY,0.0,0,0.161,No,Residential,RI,1961,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,3,20,001900,1,1,0,0,Yes,100.0,15600
sample_001546,0.0,parcel_003624,2016-01-21 15:30:00,"6821 Fleetwood Dr, Flint, MI 48504, USA",43.073329,-83.726847,Private,3607,0,19543,ONE STORY,0.0,0,0.21,Yes,Residential,RI,1967,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,1,1,000100,1,1,0,0,No,0.0,0
sample_001866,0.0,parcel_006019,2016-01-21 15:30:00,"2310 Crestbrook Ln, Flint, MI 48507, USA",42.9834574,-83.7075411,Private,23968,681,27933,CAPECOD,0.0,0,0.344,No,Residential,RI,1971,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,29500
sample_017065,0.0,parcel_004525,2016-01-21 15:30:00,"5928 Windcliff Trail, Flint, MI 48506, USA",43.067248,-83.652792,Private,1714,605,113658,ONE STORY,0.0,0,0.396,No,Residential,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,3,20,001900,1,1,0,0,Yes,100.0,16900
sample_015978,0.0,parcel_004525,2016-01-26 12:24:16,"5928 Windcliff Trail, Flint, MI 48506, USA",43.067248,-83.652792,Private,1714,605,113658,ONE STORY,0.0,0,0.396,No,Residential,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,3,20,001900,1,1,0,0,Yes,100.0,16900
sample_004803,0.0,parcel_004525,2016-01-28 13:37:35,"5928 Windcliff Trail, Flint, MI 48506, USA",43.067248,-83.652792,Private,1714,605,113658,ONE STORY,0.0,0,0.396,No,Residential,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,3,20,001900,1,1,0,0,Yes,100.0,16900
sample_006882,0.0,parcel_003257,2016-01-21 15:30:00,"3809 Twilight Dr, Flint, MI 48506, USA",43.048849,-83.648698,Private,1610,0,106057,CAPECOD,0.0,0,0.106,No,Residential,RI,1967,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,4,22,002400,2,1,0,0,Yes,100.0,12100
sample_009685,0.0,parcel_006171,2016-01-21 15:30:00,"2952 Carr St, Flint, MI 48506, USA",43.052517,-83.652722,Private,4901,0,15244,TWO STORY,0.0,0,0.136,No,Residential,RI,0,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,20,001900,3,1,0,0,Yes,100.0,11200
sample_015855,0.0,parcel_003070,2016-01-21 15:30:00,"4229 Pengelly Rd, Flint, MI 48507, USA",42.98491,-83.66968,Private,5400,0,83823,ONE STORY,0.0,0,0.103,No,Residential,RI,1960,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,60,003500,1,1,0,0,Yes,100.0,12100
sample_006525,0.0,parcel_009343,2016-01-21 15:30:00,"1617 Illinois Ave, Flint, MI 48506, USA",43.031796,-83.669488,Private,1435,0,28024,ONE STORY,0.0,0,0.084,Yes,Residential,RI,1924,N,B,Green Neighborhood,GN-1,Good,Good, ,Dar,4,43,002600,2,11,0,0,Yes,100.0,6000
sample_002355,0.0,parcel_004112,2016-01-21 15:30:00,"1001 N Franklin Ave, Flint, MI 48506, USA",43.026699,-83.665062,Private,4677,3309,0,,103823.2541,1,0.096,No,Commercial,CI,0,N,D-3,Green Neighborhood,GN-1, , ,Good,Dar,7,43,002600,3,1,0,0,No,0.0,0
sample_009109,0.0,parcel_009898,2016-01-21 15:30:00,"1132 Woodside Dr, Flint, MI 48503, USA",43.015017,-83.670821,Private,31736,0,298893,ESTATE HOME,0.0,0,0.173,No,Residential,RI,1930,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,7,42,003000,3,5,0,1,Yes,100.0,55600
sample_006071,0.0,parcel_009898,2016-01-22 12:37:58,"1132 Woodside Dr, Flint, MI 48503, USA",43.015017,-83.670821,Private,31736,0,298893,ESTATE HOME,0.0,0,0.173,No,Residential,RI,1930,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,7,42,003000,3,5,0,1,Yes,100.0,55600
sample_009691,0.0,parcel_007615,2016-01-21 15:30:00,"1001 E Atherton Rd, Flint, MI 48507, USA",42.989379,-83.657572,Private,7591,0,23835,CAPECOD,0.0,0,0.405,No,Residential,RI,1948,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,57,003300,2,1,0,0,Yes,100.0,0
sample_008440,0.0,parcel_001333,2016-01-21 15:30:00,"3410 Fenton Rd, Flint, MI 48507, USA",42.977339,-83.693274,Private,45542,0,0,,2015791.463,3,0.735,No,Commercial,CI,0,N,D-3,Traditional Neighborhood,TN-2, , ,Good,Other,8,54,013500,2,5,1,1,No,0.0,0
sample_014815,0.0,parcel_000861,2016-01-21 15:31:00,"701 Welch Blvd, Flint, MI 48504, USA",43.029845,-83.71334,Private,3293,0,91542,ONE STORY,0.0,0,0.176,No,Residential,RI,1950,N,A2,Neighborhood Center,NC,Good,Good, ,Other,5,28,001200,1,0,0,0,Yes,100.0,12200
sample_014985,0.0,parcel_010143,2016-01-21 15:31:00,"3220 Barth St, Flint, MI 48504, USA",43.032385,-83.734753,Private,1851,0,105992,ONE STORY,0.0,0,0.146,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001200,2,1,0,0,Yes,100.0,19200
sample_014661,0.0,parcel_007785,2016-01-21 15:31:00,"1718 Roselawn Dr, Flint, MI 48504, USA",43.059596,-83.726353,Private,900,0,56787,ONE STORY,0.0,0,0.115,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,2,8,000500,2,1,0,0,Yes,100.0,9800
sample_001051,0.0,parcel_007785,2016-02-16 15:30:01,"1718 Roselawn Dr, Flint, MI 48504, USA",43.059596,-83.726353,Private,900,0,56787,ONE STORY,0.0,0,0.115,No,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,2,8,000500,2,1,0,0,Yes,100.0,9800
sample_004891,0.0,parcel_001337,2016-01-21 15:31:00,"2502 Nebraska Ave, Flint, MI 48506, USA",43.027128,-83.657571,Private,1640,0,74184,ONE STORY,0.0,0,0.193,No,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,44,002600,5,1,0,0,Yes,100.0,9400
sample_009896,0.0,parcel_000953,2016-01-21 15:31:00,"3806 Sunridge Dr, Flint, MI 48506, USA",43.048716,-83.649067,Private,1820,546,110854,ONE STORY,0.0,0,0.119,No,Residential,RI,1969,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,2,1,0,0,Yes,100.0,11100
sample_011933,0.0,parcel_004281,2016-01-21 15:31:00,"3007 Hampstead Dr, Flint, MI 48506, USA",43.067669,-83.651799,Private,586,0,85562,ONE STORY,0.0,0,0.156,No,Residential,RI,1970,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,3,20,001900,1,1,0,0,Yes,100.0,12900
sample_017542,0.0,parcel_004942,2016-01-21 15:31:00,"5001 Alpha Way, Flint, MI 48506, USA",43.060314,-83.659988,Private,600,0,74860,ONE STORY,0.0,0,0.138,No,Residential,RI,1959,N,B,Traditional Neighborhood,TN-2,Good,Good, ,Other,3,20,001900,2,1,0,0,Yes,100.0,15800
sample_002605,0.0,parcel_007651,2016-01-21 15:31:00,"4008 Ogema Ave, Flint, MI 48507, USA",42.987083,-83.661416,Private,7886,0,101071,ONE STORY,0.0,0,0.149,No,Residential,RI,1925,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,A.D.,9,61,003500,2,5,0,1,Yes,100.0,10700
sample_013118,4.0,parcel_007651,2016-02-23 12:46:22,"4008 Ogema Ave, Flint, MI 48507, USA",42.987083,-83.661416,Private,7886,0,101071,ONE STORY,0.0,0,0.149,No,Residential,RI,1925,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,A.D.,9,61,003500,2,5,0,1,Yes,100.0,10700
sample_007612,0.0,parcel_006756,2016-01-21 15:31:00,"3801 Kent St, Flint, MI 48503, USA",43.007999,-83.637224,Private,14880,516,22972,ONE STORY,0.0,0,0.154,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,19200
sample_016160,0.0,parcel_006662,2016-01-21 15:31:00,"3413 Huggins Ave, Flint, MI 48506, USA",43.046155,-83.642512,Private,5567,6,14609,CAPECOD,0.0,0,0.474,No,Residential,RI,1936,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,0
sample_008928,1.0,parcel_006662,2016-02-19 12:41:28,"3413 Huggins Ave, Flint, MI 48506, USA",43.046155,-83.642512,Private,5567,6,14609,CAPECOD,0.0,0,0.474,No,Residential,RI,1936,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,0
sample_017593,0.0,parcel_004814,2016-01-21 15:31:00,"2722 Begole St, Flint, MI 48504, USA",43.032143,-83.723618,Private,750,0,68031,CAPECOD,0.0,0,0.115,Yes,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,6,35,001200,3,0,0,0,Yes,100.0,11900
sample_000115,0.0,parcel_004814,2016-02-17 14:22:26,"2722 Begole St, Flint, MI 48504, USA",43.032143,-83.723618,Private,750,0,68031,CAPECOD,0.0,0,0.115,Yes,Residential,RI,1929,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,6,35,001200,3,0,0,0,Yes,100.0,11900
sample_004137,0.0,parcel_004891,2016-01-21 15:31:00,"1926 Greenbriar Ln, Flint, MI 48507, USA",42.9852881,-83.7114593,Private,17979,660,18237,ONE STORY,0.0,0,0.182,No,Residential,RI,1964,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,0
sample_017706,0.0,parcel_003316,2016-01-21 15:31:00,"1710 Indiana Ave, Flint, MI 48506, USA",43.032119,-83.667345,Private,1640,0,37868,CAPECOD,0.0,0,0.096,No,Residential,RI,0,N,B,Green Neighborhood,GN-2,Substandard,Good, ,Dar,4,43,002600,3,0,0,0,Yes,100.0,6600
sample_004348,0.0,parcel_007982,2016-01-21 15:31:00,"1505 S Franklin Ave, Flint, MI 48503, USA",43.013455,-83.664517,Private,24441,0,139515,ONE STORY,0.0,0,0.135,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,7,42,003000,3,0,0,0,Yes,100.0,27900
sample_015751,0.0,parcel_007982,2016-02-02 13:21:48,"1505 S Franklin Ave, Flint, MI 48503, USA",43.013455,-83.664517,Private,24441,0,139515,ONE STORY,0.0,0,0.135,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Other,7,42,003000,3,0,0,0,Yes,100.0,27900
sample_015059,0.0,parcel_004225,2016-01-21 15:31:00,"1502 Illinois Ave, Flint, MI 48506, USA",43.031369,-83.672351,Private,1403,0,38078,ONE STORY,0.0,0,0.057,Yes,Residential,RI,1920,N,B,Green Neighborhood,GN-1,Good,Fair, ,Dar,5,43,002600,2,0,0,0,No,0.0,0
sample_015325,0.0,parcel_005597,2016-01-21 15:31:00,"101 W York Ave, Flint, MI 48505, USA",43.073752,-83.7063758,Private,918,0,40018,ONE STORY,0.0,0,0.143,No,Residential,RI,1957,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,1,2,000200,1,1,0,0,Yes,100.0,7100
sample_017409,0.0,parcel_001677,2016-01-21 15:31:00,"3829 Craig Dr, Flint, MI 48506, USA",43.0448878,-83.6365025,Private,5034,0,21735,ONE STORY,0.0,0,0.152,No,Residential,RI,1968,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,0
sample_004349,0.0,parcel_009376,2016-01-21 15:31:00,"2605 Torrance St, Flint, MI 48506, USA",43.0391788,-83.6568377,Private,876,0,37296,ONE STORY,0.0,0,0.11,No,Residential,RI,1924,N,B,Green Neighborhood,GN-1,Good,Fair, ,Other,4,23,002300,3,0,0,0,Yes,100.0,0
sample_011007,0.0,parcel_009550,2016-01-21 15:31:00,"508 Sheffield Ave, Flint, MI 48503, USA",43.010154,-83.726791,Private,15314,0,13074,TWO STORY,0.0,0,0.11,No,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,38,001600,5,1,0,0,Yes,100.0,15300
sample_012800,0.0,parcel_009583,2016-01-21 15:31:00,"2405 Maryland Ave, Flint, MI 48506, USA",43.040746,-83.660062,Private,1689,0,53679,CAPECOD,0.0,0,0.116,No,Residential,RI,1948,N,B,Green Neighborhood,GN-1,Good,Fair, ,Other,4,21,002300,2,1,0,0,Yes,100.0,0
sample_009093,0.0,parcel_009686,2016-01-21 15:33:00,"5412 Dupont St, Flint, MI 48505, USA",43.0627209,-83.7140111,Private,781,0,62893,ONE STORY,0.0,0,0.125,No,Residential,RI,1950,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,1,4,000400,1,1,0,0,Yes,100.0,10100
sample_013454,0.0,parcel_001308,2016-01-21 15:33:00,"132 W Jamieson St, Flint, MI 48505, USA",43.045023,-83.7062739,Private,1500,0,18847,TWO STORY,0.0,0,0.126,No,Residential,RI,1926,N,A2,Mixed Residential,MR-1,Fair,Good, ,A.D.,2,17,001000,1,11,0,0,Yes,100.0,10200
sample_014835,0.0,parcel_001308,2016-02-10 14:13:30,"132 W Jamieson St, Flint, MI 48505, USA",43.045023,-83.7062739,Private,1500,0,18847,TWO STORY,0.0,0,0.126,No,Residential,RI,1926,N,A2,Mixed Residential,MR-1,Fair,Good, ,A.D.,2,17,001000,1,11,0,0,Yes,100.0,10200
sample_011313,0.0,parcel_004094,2016-01-21 15:33:00,"1919 Colon St, Flint, MI 48506, USA",43.0493669,-83.664392,Private,3467,207,7940,ONE STORY,0.0,0,0.096,No,Residential,RI,1919,N,B,Green Neighborhood,GN-1,Good,Poor, ,Dar,3,21,002300,2,1,0,0,Yes,100.0,6400
sample_008861,0.0,parcel_003010,2016-01-21 15:33:00,"3714 Gratiot Ave, Flint, MI 48503, USA",43.010974,-83.732479,Private,11250,0,17099,TWO STORY,0.0,0,0.103,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,A.D.,6,38,001600,4,1,0,0,Yes,100.0,15100
sample_004677,0.0,parcel_007826,2016-01-21 15:33:00,"4034 Milbourne Ave, Flint, MI 48504, USA",43.051719,-83.717107,Private,850,0,19004,CAPECOD,0.0,0,0.115,No,Residential,RI,1950,N,A2,Green Neighborhood,GN-1,Fair,Good, ,T.C.,2,9,000700,2,0,0,0,Yes,100.0,9900
sample_006691,0.0,parcel_006045,2016-01-21 15:33:00,"3730 Whittier Ave, Flint, MI 48506, USA",43.0368629,-83.638955,Private,9500,0,16075,ONE STORY,0.0,0,0.115,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,25,002700,3,1,0,0,Yes,100.0,15600
sample_004107,0.0,parcel_008934,2016-01-21 15:33:00,"1572 Dupont St, Flint, MI 48504, USA",43.0284989,-83.712731,Private,1233,0,26929,CAPECOD,0.0,0,0.181,No,Residential,RI,1946,N,A2,Green Neighborhood,GN-2,Good,Good, ,Dar,5,28,001400,1,1,0,0,Yes,100.0,14100
sample_017616,0.0,parcel_005061,2016-01-21 15:33:00,"2802 Sloan St, Flint, MI 48504, USA",43.025136,-83.729394,Private,1284,0,46602,ONE STORY,0.0,0,0.197,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,6,34,001300,2,1,0,0,Yes,100.0,11600
sample_004766,0.0,parcel_000055,2016-01-21 15:33:00,"2018 Wood Ln, Flint, MI 48503, USA",43.005294,-83.643484,Private,12988,0,15157,ONE STORY,0.0,0,0.149,No,Residential,RI,1957,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,14100
sample_007497,0.0,parcel_009265,2016-01-21 15:33:00,"422 W Dewey St, Flint, MI 48505, USA",43.045744,-83.710116,Private,1200,0,22917,CAPECOD,0.0,0,0.101,No,Residential,RI,1951,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,2,26,001000,1,1,0,0,Yes,100.0,12100
sample_000697,0.0,parcel_001717,2016-01-21 15:33:00,"1531 Waldman Ave, Flint, MI 48507, USA",42.988805,-83.701153,Private,3375,0,65834,CAPECOD,0.0,0,0.103,Yes,Residential,RI,1954,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,8,54,013500,1,1,0,0,Yes,100.0,0
sample_013536,0.0,parcel_004583,2016-01-21 15:33:00,"3743 Kent St, Flint, MI 48503, USA",43.007992,-83.637468,Private,14880,495,17372,ONE STORY,0.0,0,0.154,No,Residential,RI,1959,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,0
sample_014206,0.0,parcel_004732,2016-01-21 15:33:00,"2909 Cherokee Ave, Flint, MI 48507, USA",42.995607,-83.657836,Private,2689,0,14259,ONE STORY,0.0,0,0.128,No,Residential,RI,1952,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,57,003300,1,1,0,0,Yes,100.0,9000
sample_006410,0.0,parcel_004686,2016-01-21 15:33:00,"713 Leland St, Flint, MI 48507, USA",42.987094,-83.686387,Private,2762,0,76450,CAPECOD,0.0,0,0.108,Yes,Residential,RI,1960,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,9,59,004000,3,1,0,0,Yes,100.0,0
sample_005190,0.0,parcel_005098,2016-01-21 15:33:00,"121 W Jamieson St, Flint, MI 48505, USA",43.044575,-83.705691,Private,1500,0,30507,CAPECOD,0.0,0,0.126,No,Residential,RI,1936,N,A2,Mixed Residential,MR-1,Good,Fair, ,Other,2,17,001000,1,11,0,0,Yes,100.0,16000
sample_001409,0.0,parcel_007396,2016-01-21 15:33:00,"1939 Penbrook Ln, Flint, MI 48507, USA",42.9873037,-83.7112287,Private,18985,628,17477,ONE STORY,0.0,0,0.186,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Fair,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,0
sample_010706,0.0,parcel_004183,2016-01-21 15:33:00,"2956 Stevenson St, Flint, MI 48504, USA",43.028447,-83.732309,Private,1000,0,34842,ONE STORY,0.0,0,0.092,Yes,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,T.C.,6,34,001300,1,1,0,0,No,0.0,0
sample_002590,0.0,parcel_006391,2016-01-21 15:33:00,"2710 Dupont St, Flint, MI 48504, USA",43.04106,-83.713057,Private,1500,0,15060,ONE STORY,0.0,0,0.126,No,Residential,RI,1940,N,A2,Green Neighborhood,GN-1,Fair,Good, ,Other,2,26,001000,2,1,0,0,Yes,100.0,8300
sample_013479,0.0,parcel_006391,2016-02-20 12:47:22,"2710 Dupont St, Flint, MI 48504, USA",43.04106,-83.713057,Private,1500,0,15060,ONE STORY,0.0,0,0.126,No,Residential,RI,1940,N,A2,Green Neighborhood,GN-1,Fair,Good, ,Other,2,26,001000,2,1,0,0,Yes,100.0,8300
sample_014467,0.0,parcel_009204,2016-01-21 15:33:00,"1305 Stocker Ave, Flint, MI 48503, USA",43.000576,-83.728961,Private,4600,0,91913,CAPECOD,0.0,0,0.092,No,Residential,RI,1953,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,8,48,003600,4,1,0,0,Yes,100.0,13100
sample_012759,0.0,parcel_002528,2016-01-21 15:33:00,"3508 Huggins Ave, Flint, MI 48506, USA",43.046795,-83.6411229,Private,8137,0,19270,ONE STORY,0.0,0,0.396,No,Residential,RI,1960,Y,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,4,22,002400,3,1,0,0,Yes,100.0,14600
sample_007434,0.0,parcel_002648,2016-01-21 15:33:00,"3748 Dakota Ave, Flint, MI 48506, USA",43.041354,-83.638226,Private,10834,0,14433,ONE STORY,0.0,0,0.146,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,4,22,002700,2,1,0,0,Yes,100.0,15200
sample_001644,0.0,parcel_009154,2016-01-21 15:33:00,"519 Chalmers St, Flint, MI 48503, USA",43.021362,-83.6568,Private,19584,377,123184,CAPECOD,0.0,0,0.138,No,Residential,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,45,003000,2,1,0,0,Yes,100.0,17600
sample_007083,172.0,parcel_009154,2016-02-24 08:26:51,"519 Chalmers St, Flint, MI 48503, USA",43.021362,-83.6568,Private,19584,377,123184,CAPECOD,0.0,0,0.138,No,Residential,RI,1949,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,45,003000,2,1,0,0,Yes,100.0,17600
sample_012094,0.0,parcel_009853,2016-01-21 15:33:00,"1039 Victoria Ave, Flint, MI 48507, USA",42.992888,-83.694607,Private,3375,0,67616,CAPECOD,0.0,0,0.103,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,Other,8,54,013500,2,11,0,0,Yes,100.0,0
sample_012309,1.0,parcel_009853,2016-02-01 13:24:39,"1039 Victoria Ave, Flint, MI 48507, USA",42.992888,-83.694607,Private,3375,0,67616,CAPECOD,0.0,0,0.103,No,Residential,RI,1926,N,A2,Traditional Neighborhood,TN-2,Good,Fair, ,Other,8,54,013500,2,11,0,0,Yes,100.0,0
sample_001377,0.0,parcel_005235,2016-01-21 15:33:00,"3728 Worchester St, Flint, MI 48503, USA",43.009101,-83.638603,Private,22183,961,36962,ONE STORY,0.0,0,0.248,No,Residential,RI,1968,N,C1,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,47,003100,1,1,0,0,Yes,100.0,30100
sample_016944,0.0,parcel_008251,2016-01-21 15:33:00,"2006 Barks St, Flint, MI 48503, USA",43.005622,-83.660901,Private,3319,0,24842,ONE STORY,0.0,0,0.166,No,Residential,RI,1962,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,7,46,003200,3,1,0,0,Yes,100.0,15300
sample_012924,0.0,parcel_006840,2016-01-21 15:33:00,"624 W Stewart Ave, Flint, MI 48505, USA",43.054322,-83.712481,Private,1000,0,18458,CAPECOD,0.0,0,0.115,No,Residential,RI,1951,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,2,6,000600,1,1,0,0,Yes,100.0,9700
sample_009546,0.0,parcel_006840,2016-02-23 13:11:44,"624 W Stewart Ave, Flint, MI 48505, USA",43.054322,-83.712481,Private,1000,0,18458,CAPECOD,0.0,0,0.115,No,Residential,RI,1951,N,A2,Green Neighborhood,GN-1,Good,Good, ,T.C.,2,6,000600,1,1,0,0,Yes,100.0,9700
sample_004188,0.0,parcel_009993,2016-01-21 15:33:00,"705 Crawford St, Flint, MI 48507, USA",42.986351,-83.686019,Private,2700,0,99503,CAPECOD,0.0,0,0.103,No,Residential,RI,1944,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,59,004000,3,1,0,0,Yes,100.0,0
sample_012282,0.0,parcel_004226,2016-01-21 15:33:00,"723 Lochhead Ave, Flint, MI 48507, USA",42.9853,-83.659805,Private,2717,0,17124,ONE STORY,0.0,0,0.13,Yes,Residential,RI,1960,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,9,61,003500,3,1,0,0,Yes,100.0,9900
sample_003337,0.0,parcel_007492,2016-01-21 15:34:00,"3809 Park Forest Dr, Flint, MI 48507, USA",42.9876974,-83.7113879,Private,17972,1561,16525,ONE STORY,0.0,0,0.178,No,Residential,RI,1958,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,T.C.,8,53,013500,5,1,0,0,Yes,100.0,19900
sample_009008,0.0,parcel_008843,2016-01-21 15:34:00,"626 Leta Ave, Flint, MI 48507, USA",42.986466,-83.6619518,Private,14860,729,130466,ONE STORY,0.0,0,0.264,No,Residential,RI,1940,N,A-2,Traditional Neighborhood,TN-2,Good,Good, ,Dar,9,61,003500,2,1,0,0,Yes,100.0,0
sample_011953,0.0,parcel_002315,2016-01-21 15:34:00,"1501 Waldman Ave, Flint, MI 48507, USA",42.988816,-83.699929,Private,3000,0,83730,CAPECOD,0.0,0,0.092,No,Residential,RI,1955,N,A2,Traditional Neighborhood,TN-2,Good,Good, ,Mueller,8,54,013500,1,1,0,0,Yes,100.0,12400
